deviceName,pm10,pm25,co2,tvoc,temperature,humidity,checkDateTime
sch_컴퓨터실_520,5,5,1543,0,31,37,2023-11-22 13:27
sch_컴퓨터실_520,2,2,1246,98,25,32,2023-11-22 14:00
sch_컴퓨터실_520,3,3,1899,127,23,43,2023-11-22 15:00
sch_컴퓨터실_520,4,4,1434,98,25,36,2023-11-22 16:00
sch_컴퓨터실_520,4,4,1241,48,25,34,2023-11-22 17:00
sch_컴퓨터실_520,2,2,1139,32,24,35,2023-11-22 18:00
sch_컴퓨터실_520,3,3,988,24,24,35,2023-11-22 19:00
sch_컴퓨터실_520,7,4,884,18,24,35,2023-11-22 20:00
sch_컴퓨터실_520,4,3,798,21,24,35,2023-11-22 21:00
sch_컴퓨터실_520,4,4,765,19,24,36,2023-11-22 22:00
sch_컴퓨터실_520,3,3,668,25,24,35,2023-11-22 23:00
sch_컴퓨터실_520,4,2,705,27,23,38,2023-11-23 0:00
sch_컴퓨터실_520,3,3,572,30,24,35,2023-11-23 1:00
sch_컴퓨터실_520,2,2,628,37,23,38,2023-11-23 2:00
sch_컴퓨터실_520,2,2,601,42,23,38,2023-11-23 3:00
sch_컴퓨터실_520,2,2,585,47,24,38,2023-11-23 4:00
sch_컴퓨터실_520,3,2,569,49,24,39,2023-11-23 5:00
sch_컴퓨터실_520,2,2,560,50,24,39,2023-11-23 6:00
sch_컴퓨터실_520,4,2,553,54,24,39,2023-11-23 7:00
sch_컴퓨터실_520,4,4,545,53,24,39,2023-11-23 8:00
sch_컴퓨터실_520,6,6,539,56,24,39,2023-11-23 9:00
sch_컴퓨터실_520,10,7,675,76,24,41,2023-11-23 10:00
sch_컴퓨터실_520,9,9,1259,192,24,44,2023-11-23 11:00
sch_컴퓨터실_520,13,10,954,122,26,37,2023-11-23 12:00
sch_컴퓨터실_520,19,13,1145,116,25,41,2023-11-23 13:00
sch_컴퓨터실_520,15,14,1509,135,25,44,2023-11-23 14:00
sch_컴퓨터실_520,15,13,1213,121,26,39,2023-11-23 15:00
sch_컴퓨터실_520,14,10,1246,125,26,39,2023-11-23 16:00
sch_컴퓨터실_520,14,11,1165,97,26,37,2023-11-23 17:00
sch_컴퓨터실_520,7,6,935,63,26,36,2023-11-23 18:00
sch_컴퓨터실_520,11,10,759,37,25,36,2023-11-23 19:00
sch_컴퓨터실_520,5,4,682,32,25,34,2023-11-23 20:00
sch_컴퓨터실_520,9,4,615,26,24,35,2023-11-23 21:00
sch_컴퓨터실_520,3,3,554,22,24,33,2023-11-23 22:00
sch_컴퓨터실_520,9,5,503,20,24,33,2023-11-23 23:00
sch_컴퓨터실_520,2,2,467,20,24,31,2023-11-24 0:02
sch_컴퓨터실_520,3,3,446,22,24,30,2023-11-24 1:00
sch_컴퓨터실_520,11,3,429,24,24,28,2023-11-24 2:00
sch_컴퓨터실_520,2,2,421,26,24,27,2023-11-24 3:00
sch_컴퓨터실_520,3,2,411,28,24,27,2023-11-24 4:00
sch_컴퓨터실_520,4,3,406,28,24,25,2023-11-24 5:00
sch_컴퓨터실_520,1,1,401,27,24,25,2023-11-24 6:00
sch_컴퓨터실_520,1,1,402,27,24,23,2023-11-24 7:00
sch_컴퓨터실_520,3,1,399,28,24,22,2023-11-24 8:00
sch_컴퓨터실_520,1,1,531,35,24,23,2023-11-24 9:00
sch_컴퓨터실_520,2,2,1015,90,24,27,2023-11-24 10:00
sch_컴퓨터실_520,2,2,1302,102,24,30,2023-11-24 11:00
sch_컴퓨터실_520,3,2,1606,130,24,33,2023-11-24 12:00
sch_컴퓨터실_520,2,2,1471,101,24,31,2023-11-24 13:00
sch_컴퓨터실_520,3,3,898,63,25,25,2023-11-24 14:00
sch_컴퓨터실_520,2,2,737,48,24,23,2023-11-24 15:00
sch_컴퓨터실_520,0,0,666,39,24,23,2023-11-24 16:00
sch_컴퓨터실_520,1,1,626,35,24,22,2023-11-24 17:00
sch_컴퓨터실_520,4,1,577,31,23,22,2023-11-24 18:00
sch_컴퓨터실_520,1,1,548,28,23,22,2023-11-24 19:00
sch_컴퓨터실_520,2,2,532,28,23,22,2023-11-24 20:00
sch_컴퓨터실_520,1,0,518,28,22,22,2023-11-24 21:00
sch_컴퓨터실_520,3,1,500,27,22,22,2023-11-24 22:00
sch_컴퓨터실_520,1,1,494,28,21,22,2023-11-24 23:00
sch_컴퓨터실_520,3,3,485,30,21,20,2023-11-25 0:02
sch_컴퓨터실_520,1,1,474,33,22,20,2023-11-25 1:00
sch_컴퓨터실_520,2,2,466,40,22,20,2023-11-25 2:00
sch_컴퓨터실_520,2,2,449,41,22,19,2023-11-25 3:00
sch_컴퓨터실_520,2,2,443,43,23,19,2023-11-25 4:00
sch_컴퓨터실_520,2,2,437,43,22,19,2023-11-25 5:00
sch_컴퓨터실_520,2,2,433,43,22,19,2023-11-25 6:00
sch_컴퓨터실_520,3,3,432,43,22,19,2023-11-25 7:00
sch_컴퓨터실_520,8,4,431,44,22,17,2023-11-25 8:00
sch_컴퓨터실_520,4,4,427,47,22,17,2023-11-25 9:00
sch_컴퓨터실_520,9,4,431,51,22,17,2023-11-25 10:00
sch_컴퓨터실_520,3,3,430,55,23,17,2023-11-25 11:00
sch_컴퓨터실_520,6,2,431,60,23,17,2023-11-25 12:00
sch_컴퓨터실_520,4,4,427,63,23,19,2023-11-25 13:00
sch_컴퓨터실_520,3,3,427,62,22,19,2023-11-25 14:00
sch_컴퓨터실_520,2,2,430,62,22,19,2023-11-25 15:00
sch_컴퓨터실_520,2,2,438,59,22,19,2023-11-25 16:00
sch_컴퓨터실_520,4,2,445,60,22,19,2023-11-25 17:00
sch_컴퓨터실_520,4,4,451,58,22,19,2023-11-25 18:00
sch_컴퓨터실_520,1,1,459,55,21,19,2023-11-25 19:00
sch_컴퓨터실_520,2,2,459,52,21,17,2023-11-25 20:00
sch_컴퓨터실_520,4,3,464,52,21,17,2023-11-25 21:00
sch_컴퓨터실_520,6,4,469,51,21,17,2023-11-25 22:00
sch_컴퓨터실_520,2,2,470,50,21,17,2023-11-25 23:00
sch_컴퓨터실_520,2,1,467,52,21,17,2023-11-26 0:01
sch_컴퓨터실_520,6,5,474,63,21,19,2023-11-26 1:00
sch_컴퓨터실_520,2,2,469,68,21,17,2023-11-26 2:00
sch_컴퓨터실_520,6,5,497,82,22,17,2023-11-26 3:00
sch_컴퓨터실_520,2,2,474,79,22,17,2023-11-26 4:00
sch_컴퓨터실_520,3,3,468,81,22,17,2023-11-26 5:00
sch_컴퓨터실_520,3,3,456,78,22,17,2023-11-26 6:00
sch_컴퓨터실_520,4,4,454,76,22,17,2023-11-26 7:00
sch_컴퓨터실_520,8,5,453,77,22,17,2023-11-26 8:00
sch_컴퓨터실_520,6,6,452,81,22,17,2023-11-26 9:00
sch_컴퓨터실_520,7,6,450,94,22,17,2023-11-26 10:00
sch_컴퓨터실_520,4,4,444,100,22,17,2023-11-26 11:00
sch_컴퓨터실_520,5,4,437,103,22,17,2023-11-26 12:00
sch_컴퓨터실_520,5,3,435,102,22,17,2023-11-26 13:00
sch_컴퓨터실_520,4,3,427,108,22,17,2023-11-26 14:00
sch_컴퓨터실_520,2,2,428,110,22,17,2023-11-26 15:00
sch_컴퓨터실_520,2,2,431,111,22,19,2023-11-26 16:00
sch_컴퓨터실_520,5,5,433,110,22,19,2023-11-26 17:00
sch_컴퓨터실_520,2,2,451,112,22,19,2023-11-26 18:00
sch_컴퓨터실_520,6,6,587,154,22,20,2023-11-26 19:00
sch_컴퓨터실_520,5,5,728,198,22,22,2023-11-26 20:00
sch_컴퓨터실_520,6,6,751,198,22,22,2023-11-26 21:00
sch_컴퓨터실_520,9,9,700,179,22,22,2023-11-26 22:00
sch_컴퓨터실_520,12,10,699,180,22,24,2023-11-26 23:00
sch_컴퓨터실_520,12,9,659,176,22,22,2023-11-27 0:00
sch_컴퓨터실_520,11,8,564,155,22,22,2023-11-27 1:00
sch_컴퓨터실_520,6,5,513,159,23,22,2023-11-27 2:00
sch_컴퓨터실_520,5,4,480,171,23,22,2023-11-27 3:00
sch_컴퓨터실_520,9,7,458,176,23,23,2023-11-27 4:00
sch_컴퓨터실_520,3,3,439,172,23,23,2023-11-27 5:00
sch_컴퓨터실_520,5,5,432,167,23,23,2023-11-27 6:00
sch_컴퓨터실_520,3,3,423,158,23,23,2023-11-27 7:00
sch_컴퓨터실_520,1,1,419,154,23,23,2023-11-27 8:00
sch_컴퓨터실_520,4,4,418,159,23,25,2023-11-27 9:00
sch_컴퓨터실_520,3,3,419,166,23,25,2023-11-27 10:00
sch_컴퓨터실_520,1,1,457,178,23,25,2023-11-27 11:00
sch_컴퓨터실_520,4,4,611,220,23,27,2023-11-27 12:00
sch_컴퓨터실_520,2,2,885,276,23,30,2023-11-27 13:00
sch_컴퓨터실_520,3,2,1764,408,24,38,2023-11-27 14:00
sch_컴퓨터실_520,13,7,1352,379,24,35,2023-11-27 15:00
sch_컴퓨터실_520,8,5,1089,338,24,33,2023-11-27 16:00
sch_컴퓨터실_520,10,7,874,271,24,33,2023-11-27 17:00
sch_컴퓨터실_520,11,9,763,223,23,33,2023-11-27 18:00
sch_컴퓨터실_520,11,10,716,197,23,31,2023-11-27 19:00
sch_컴퓨터실_520,6,6,662,158,22,33,2023-11-27 20:00
sch_컴퓨터실_520,12,11,616,155,23,31,2023-11-27 21:00
sch_컴퓨터실_520,22,14,612,143,22,33,2023-11-27 22:00
sch_컴퓨터실_520,10,8,580,122,22,33,2023-11-27 23:00
sch_컴퓨터실_520,16,11,552,107,22,32,2023-11-28 0:02
sch_컴퓨터실_520,13,12,656,129,23,31,2023-11-28 1:00
sch_컴퓨터실_520,7,7,827,167,23,31,2023-11-28 2:00
sch_컴퓨터실_520,7,7,894,177,24,31,2023-11-28 3:00
sch_컴퓨터실_520,7,7,832,107,22,32,2023-11-28 4:00
sch_컴퓨터실_520,11,8,772,122,23,30,2023-11-28 5:00
sch_컴퓨터실_520,4,4,554,72,23,27,2023-11-28 6:00
sch_컴퓨터실_520,6,6,475,51,23,25,2023-11-28 7:00
sch_컴퓨터실_520,6,6,447,42,23,25,2023-11-28 8:00
sch_컴퓨터실_520,7,5,439,42,23,23,2023-11-28 9:00
sch_컴퓨터실_520,5,4,466,54,23,23,2023-11-28 10:00
sch_컴퓨터실_520,6,6,503,56,23,23,2023-11-28 11:00
sch_컴퓨터실_520,3,3,639,100,21,28,2023-11-28 12:00
sch_컴퓨터실_520,2,2,707,105,21,28,2023-11-28 13:00
sch_컴퓨터실_520,3,3,1106,299,21,32,2023-11-28 14:00
sch_컴퓨터실_520,3,3,1127,144,22,28,2023-11-28 15:00
sch_컴퓨터실_520,2,2,1057,193,21,32,2023-11-28 16:00
sch_컴퓨터실_520,3,2,854,79,23,27,2023-11-28 17:00
sch_컴퓨터실_520,1,1,779,55,22,27,2023-11-28 18:00
sch_컴퓨터실_520,4,3,852,77,22,27,2023-11-28 19:00
sch_컴퓨터실_520,3,3,856,79,22,28,2023-11-28 20:00
sch_컴퓨터실_520,3,3,778,93,20,30,2023-11-28 21:00
sch_컴퓨터실_520,7,7,713,80,20,30,2023-11-28 22:00
sch_컴퓨터실_520,2,2,903,141,20,33,2023-11-28 23:00
sch_컴퓨터실_520,4,4,950,268,20,33,2023-11-29 0:00
sch_컴퓨터실_520,5,5,847,170,20,32,2023-11-29 1:00
sch_컴퓨터실_520,6,5,579,75,22,25,2023-11-29 2:00
sch_컴퓨터실_520,4,4,599,76,20,29,2023-11-29 3:00
sch_컴퓨터실_520,2,2,567,62,20,29,2023-11-29 4:00
sch_컴퓨터실_520,4,3,457,48,22,22,2023-11-29 5:00
sch_컴퓨터실_520,1,1,549,53,20,27,2023-11-29 6:00
sch_컴퓨터실_520,4,4,542,52,20,27,2023-11-29 7:00
sch_컴퓨터실_520,8,4,441,41,22,22,2023-11-29 8:00
sch_컴퓨터실_520,1,1,533,47,20,25,2023-11-29 9:00
sch_컴퓨터실_520,3,3,539,51,20,25,2023-11-29 10:00
sch_컴퓨터실_520,2,2,562,60,20,25,2023-11-29 11:00
sch_컴퓨터실_520,1,1,580,72,20,25,2023-11-29 12:00
sch_컴퓨터실_520,1,1,473,88,20,25,2023-11-29 13:00
sch_컴퓨터실_520,0,0,537,104,20,27,2023-11-29 14:00
sch_컴퓨터실_520,8,2,566,107,20,27,2023-11-29 15:00
sch_컴퓨터실_520,2,2,601,127,20,29,2023-11-29 16:00
sch_컴퓨터실_520,4,4,611,143,20,30,2023-11-29 17:00
sch_컴퓨터실_520,3,3,582,141,20,30,2023-11-29 18:00
sch_컴퓨터실_520,3,3,603,81,21,28,2023-11-29 19:00
sch_컴퓨터실_520,5,4,577,79,21,27,2023-11-29 20:00
sch_컴퓨터실_520,1,1,554,69,21,27,2023-11-29 21:00
sch_컴퓨터실_520,2,2,535,47,20,27,2023-11-29 22:00
sch_컴퓨터실_520,1,1,615,62,20,27,2023-11-29 23:00
sch_컴퓨터실_520,5,2,636,42,20,27,2023-11-30 0:00
sch_컴퓨터실_520,3,3,616,39,20,25,2023-11-30 1:00
sch_컴퓨터실_520,1,1,529,32,21,22,2023-11-30 2:00
sch_컴퓨터실_520,2,2,488,29,21,22,2023-11-30 3:00
sch_컴퓨터실_520,3,3,465,27,21,20,2023-11-30 4:00
sch_컴퓨터실_520,4,0,456,23,21,20,2023-11-30 5:00
sch_컴퓨터실_520,2,2,451,25,21,19,2023-11-30 6:00
sch_컴퓨터실_520,1,1,444,25,20,19,2023-11-30 7:00
sch_컴퓨터실_520,1,1,450,24,20,17,2023-11-30 8:00
sch_컴퓨터실_520,1,1,447,25,20,16,2023-11-30 9:00
sch_컴퓨터실_520,3,2,526,41,20,17,2023-11-30 10:00
sch_컴퓨터실_520,2,2,1020,179,21,22,2023-11-30 11:00
sch_컴퓨터실_520,5,4,950,40,18,26,2023-11-30 12:00
sch_컴퓨터실_520,3,3,961,40,18,27,2023-11-30 13:00
sch_컴퓨터실_520,7,3,1621,222,18,34,2023-11-30 14:00
sch_컴퓨터실_520,8,7,1136,100,21,25,2023-11-30 15:00
sch_컴퓨터실_520,2,2,1118,90,21,24,2023-11-30 16:00
sch_컴퓨터실_520,2,1,887,41,21,22,2023-11-30 17:00
sch_컴퓨터실_520,4,4,761,27,21,20,2023-11-30 18:00
sch_컴퓨터실_520,1,1,675,30,18,26,2023-11-30 19:00
sch_컴퓨터실_520,1,1,657,33,18,26,2023-11-30 20:00
sch_컴퓨터실_520,3,1,640,34,18,26,2023-11-30 21:00
sch_컴퓨터실_520,5,5,585,32,18,26,2023-11-30 22:00
sch_컴퓨터실_520,3,3,541,31,17,26,2023-11-30 23:00
sch_컴퓨터실_520,3,3,521,33,18,24,2023-12-01 0:00
sch_컴퓨터실_520,2,2,507,35,17,26,2023-12-01 1:00
sch_컴퓨터실_520,4,2,501,43,20,21,2023-12-01 2:00
sch_컴퓨터실_520,3,2,488,44,20,19,2023-12-01 3:00
sch_컴퓨터실_520,9,6,472,41,20,19,2023-12-01 4:00
sch_컴퓨터실_520,3,2,460,39,20,19,2023-12-01 5:00
sch_컴퓨터실_520,4,3,457,37,20,19,2023-12-01 6:00
sch_컴퓨터실_520,2,2,442,37,20,19,2023-12-01 7:00
sch_컴퓨터실_520,1,1,439,39,20,17,2023-12-01 8:00
sch_컴퓨터실_520,7,4,511,52,20,19,2023-12-01 9:00
sch_컴퓨터실_520,7,7,1057,217,20,24,2023-12-01 10:00
sch_컴퓨터실_520,4,4,1347,323,21,25,2023-12-01 11:00
sch_컴퓨터실_520,2,2,1558,397,22,28,2023-12-01 12:00
sch_컴퓨터실_520,2,2,1418,344,21,28,2023-12-01 13:00
sch_컴퓨터실_520,2,1,1004,201,19,29,2023-12-01 14:00
sch_컴퓨터실_520,2,2,780,128,19,27,2023-12-01 15:00
sch_컴퓨터실_520,6,2,683,98,19,25,2023-12-01 16:00
sch_컴퓨터실_520,2,2,685,88,19,25,2023-12-01 17:00
sch_컴퓨터실_520,3,3,628,75,19,24,2023-12-01 18:00
sch_컴퓨터실_520,2,2,583,62,18,24,2023-12-01 19:00
sch_컴퓨터실_520,8,7,565,58,20,21,2023-12-01 20:00
sch_컴퓨터실_520,3,3,542,57,20,21,2023-12-01 21:00
sch_컴퓨터실_520,8,6,521,55,20,21,2023-12-01 22:00
sch_컴퓨터실_520,7,7,514,53,19,21,2023-12-01 23:00
sch_컴퓨터실_520,4,3,506,53,19,21,2023-12-02 0:00
sch_컴퓨터실_520,6,6,499,54,20,21,2023-12-02 1:00
sch_컴퓨터실_520,5,5,488,61,20,21,2023-12-02 2:00
sch_컴퓨터실_520,2,2,475,63,20,21,2023-12-02 3:00
sch_컴퓨터실_520,4,4,466,67,20,21,2023-12-02 4:00
sch_컴퓨터실_520,7,5,461,67,20,21,2023-12-02 5:00
sch_컴퓨터실_520,9,5,461,68,20,21,2023-12-02 6:00
sch_컴퓨터실_520,3,3,459,70,20,21,2023-12-02 7:00
sch_컴퓨터실_520,3,3,465,75,20,21,2023-12-02 8:00
sch_컴퓨터실_520,5,5,463,81,20,21,2023-12-02 9:00
sch_컴퓨터실_520,6,4,454,75,18,24,2023-12-02 10:00
sch_컴퓨터실_520,3,3,443,78,18,24,2023-12-02 11:00
sch_컴퓨터실_520,4,3,435,80,18,24,2023-12-02 12:00
sch_컴퓨터실_520,5,2,428,91,19,24,2023-12-02 13:00
sch_컴퓨터실_520,1,1,424,101,19,24,2023-12-02 14:00
sch_컴퓨터실_520,3,3,426,108,19,24,2023-12-02 15:00
sch_컴퓨터실_520,1,1,426,114,19,24,2023-12-02 16:00
sch_컴퓨터실_520,2,2,432,120,19,25,2023-12-02 17:00
sch_컴퓨터실_520,2,2,439,124,19,25,2023-12-02 18:00
sch_컴퓨터실_520,3,3,453,135,19,25,2023-12-02 19:00
sch_컴퓨터실_520,4,4,452,140,19,27,2023-12-02 20:00
sch_컴퓨터실_520,7,7,455,144,18,27,2023-12-02 21:00
sch_컴퓨터실_520,5,5,459,141,18,27,2023-12-02 22:00
sch_컴퓨터실_520,4,4,462,132,18,27,2023-12-02 23:00
sch_컴퓨터실_520,2,2,467,117,18,27,2023-12-03 0:00
sch_컴퓨터실_520,4,4,463,118,18,27,2023-12-03 1:00
sch_컴퓨터실_520,4,4,477,123,20,24,2023-12-03 2:00
sch_컴퓨터실_520,5,5,474,118,20,22,2023-12-03 3:00
sch_컴퓨터실_520,4,4,457,101,19,25,2023-12-03 4:00
sch_컴퓨터실_520,6,4,448,85,19,24,2023-12-03 5:00
sch_컴퓨터실_520,6,4,441,70,18,24,2023-12-03 6:00
sch_컴퓨터실_520,7,4,435,59,18,24,2023-12-03 7:00
sch_컴퓨터실_520,6,6,431,54,18,24,2023-12-03 8:00
sch_컴퓨터실_520,7,6,433,52,18,24,2023-12-03 9:00
sch_컴퓨터실_520,9,8,430,57,18,24,2023-12-03 10:00
sch_컴퓨터실_520,9,6,427,66,19,24,2023-12-03 11:00
sch_컴퓨터실_520,5,5,427,75,19,24,2023-12-03 12:00
sch_컴퓨터실_520,4,4,427,83,19,24,2023-12-03 13:00
sch_컴퓨터실_520,5,4,430,94,19,24,2023-12-03 14:00
sch_컴퓨터실_520,6,6,430,100,19,24,2023-12-03 15:00
sch_컴퓨터실_520,6,5,466,115,21,22,2023-12-03 16:00
sch_컴퓨터실_520,7,5,466,102,20,22,2023-12-03 17:00
sch_컴퓨터실_520,5,5,471,87,20,22,2023-12-03 18:00
sch_컴퓨터실_520,7,4,482,85,20,22,2023-12-03 19:00
sch_컴퓨터실_520,6,6,495,87,20,22,2023-12-03 20:00
sch_컴퓨터실_520,13,6,507,88,19,24,2023-12-03 21:00
sch_컴퓨터실_520,4,4,514,87,19,24,2023-12-03 22:00
sch_컴퓨터실_520,10,10,525,78,19,24,2023-12-03 23:00
sch_컴퓨터실_520,7,4,537,85,19,24,2023-12-04 0:00
sch_컴퓨터실_520,8,7,542,115,19,24,2023-12-04 1:00
sch_컴퓨터실_520,7,7,536,132,20,22,2023-12-04 2:00
sch_컴퓨터실_520,6,6,525,138,20,22,2023-12-04 3:00
sch_컴퓨터실_520,9,9,492,110,18,26,2023-12-04 4:00
sch_컴퓨터실_520,6,6,476,94,18,26,2023-12-04 5:00
sch_컴퓨터실_520,5,5,464,78,18,26,2023-12-04 6:00
sch_컴퓨터실_520,4,4,467,75,18,26,2023-12-04 7:00
sch_컴퓨터실_520,6,5,467,81,18,26,2023-12-04 8:00
sch_컴퓨터실_520,7,5,464,82,18,26,2023-12-04 9:00
sch_컴퓨터실_520,5,5,476,83,18,26,2023-12-04 10:00
sch_컴퓨터실_520,5,3,499,106,18,26,2023-12-04 11:00
sch_컴퓨터실_520,4,4,593,183,18,27,2023-12-04 12:00
sch_컴퓨터실_520,4,4,743,278,19,29,2023-12-04 13:00
sch_컴퓨터실_520,9,4,1863,492,19,40,2023-12-04 14:00
sch_컴퓨터실_520,4,4,1689,489,19,37,2023-12-04 15:00
sch_컴퓨터실_520,4,2,1216,452,19,34,2023-12-04 16:00
sch_컴퓨터실_520,2,1,969,398,19,30,2023-12-04 17:00
sch_컴퓨터실_520,2,2,840,284,21,27,2023-12-04 18:00
sch_컴퓨터실_520,6,6,808,247,20,27,2023-12-04 19:00
sch_컴퓨터실_520,7,7,780,221,20,27,2023-12-04 20:00
sch_컴퓨터실_520,5,5,798,210,20,27,2023-12-04 21:00
sch_컴퓨터실_520,10,10,696,158,20,27,2023-12-04 22:00
sch_컴퓨터실_520,5,4,720,146,20,27,2023-12-04 23:00
sch_컴퓨터실_520,8,8,657,127,20,25,2023-12-05 0:00
sch_컴퓨터실_520,7,6,604,119,20,25,2023-12-05 1:00
sch_컴퓨터실_520,4,4,569,114,20,25,2023-12-05 2:00
sch_컴퓨터실_520,5,5,547,120,21,24,2023-12-05 3:00
sch_컴퓨터실_520,5,3,530,114,21,24,2023-12-05 4:00
sch_컴퓨터실_520,3,3,510,116,21,24,2023-12-05 5:00
sch_컴퓨터실_520,7,7,482,99,19,27,2023-12-05 6:00
sch_컴퓨터실_520,4,4,476,97,19,27,2023-12-05 7:00
sch_컴퓨터실_520,2,2,469,105,18,27,2023-12-05 8:00
sch_컴퓨터실_520,5,4,475,134,18,27,2023-12-05 9:00
sch_컴퓨터실_520,6,6,497,140,19,27,2023-12-05 10:00
sch_컴퓨터실_520,5,5,549,151,19,27,2023-12-05 11:00
sch_컴퓨터실_520,7,7,662,216,19,29,2023-12-05 12:00
sch_컴퓨터실_520,3,2,722,240,19,29,2023-12-05 13:00
sch_컴퓨터실_520,8,6,1642,442,20,38,2023-12-05 14:00
sch_컴퓨터실_520,4,4,1353,397,19,37,2023-12-05 15:00
sch_컴퓨터실_520,10,5,1115,349,20,32,2023-12-05 16:00
sch_컴퓨터실_520,4,4,1064,303,20,32,2023-12-05 17:00
sch_컴퓨터실_520,2,2,985,253,20,30,2023-12-05 18:00
sch_컴퓨터실_520,4,3,912,225,20,30,2023-12-05 19:00
sch_컴퓨터실_520,6,4,827,204,20,30,2023-12-05 20:00
sch_컴퓨터실_520,5,5,771,173,21,27,2023-12-05 21:00
sch_컴퓨터실_520,7,7,762,158,20,29,2023-12-05 22:00
sch_컴퓨터실_520,10,7,755,165,20,29,2023-12-05 23:00
sch_컴퓨터실_520,7,6,733,168,20,29,2023-12-06 0:00
sch_컴퓨터실_520,6,5,657,152,21,27,2023-12-06 1:00
sch_컴퓨터실_520,10,10,610,145,21,27,2023-12-06 2:00
sch_컴퓨터실_520,10,9,576,137,21,27,2023-12-06 3:00
sch_컴퓨터실_520,8,8,556,128,21,27,2023-12-06 4:00
sch_컴퓨터실_520,10,8,539,120,21,25,2023-12-06 5:00
sch_컴퓨터실_520,14,9,529,113,21,27,2023-12-06 6:00
sch_컴퓨터실_520,9,9,518,108,21,25,2023-12-06 7:00
sch_컴퓨터실_520,4,4,486,97,19,30,2023-12-06 8:00
sch_컴퓨터실_520,5,5,514,122,19,30,2023-12-06 9:00
sch_컴퓨터실_520,7,7,547,151,20,30,2023-12-06 10:00
sch_컴퓨터실_520,7,7,618,189,20,32,2023-12-06 11:00
sch_컴퓨터실_520,8,8,829,254,21,33,2023-12-06 12:00
sch_컴퓨터실_520,4,4,985,286,21,35,2023-12-06 13:00
sch_컴퓨터실_520,5,5,1154,327,21,37,2023-12-06 14:00
sch_컴퓨터실_520,6,6,1635,400,21,41,2023-12-06 15:00
sch_컴퓨터실_520,10,9,1211,343,21,38,2023-12-06 16:00
sch_컴퓨터실_520,12,9,1091,292,21,38,2023-12-06 17:00
sch_컴퓨터실_520,9,9,909,242,21,38,2023-12-06 18:00
sch_컴퓨터실_520,13,13,800,209,21,38,2023-12-06 19:00
sch_컴퓨터실_520,23,20,718,186,21,38,2023-12-06 20:00
sch_컴퓨터실_520,28,27,650,162,20,38,2023-12-06 21:00
sch_컴퓨터실_520,26,25,640,139,21,35,2023-12-06 22:00
sch_컴퓨터실_520,17,17,609,120,21,33,2023-12-06 23:00
sch_컴퓨터실_520,25,20,592,105,21,33,2023-12-07 0:00
sch_컴퓨터실_520,10,9,572,94,21,32,2023-12-07 1:00
sch_컴퓨터실_520,10,9,553,83,22,32,2023-12-07 2:00
sch_컴퓨터실_520,7,5,529,72,22,30,2023-12-07 3:00
sch_컴퓨터실_520,5,3,512,62,22,28,2023-12-07 4:00
sch_컴퓨터실_520,6,3,500,54,22,28,2023-12-07 5:00
sch_컴퓨터실_520,4,4,491,49,22,28,2023-12-07 6:00
sch_컴퓨터실_520,2,2,489,46,22,27,2023-12-07 7:00
sch_컴퓨터실_520,3,3,490,45,22,27,2023-12-07 8:00
sch_컴퓨터실_520,4,3,488,47,22,27,2023-12-07 9:00
sch_컴퓨터실_520,3,3,833,92,22,28,2023-12-07 10:00
sch_컴퓨터실_520,2,2,1334,231,21,38,2023-12-07 11:00
sch_컴퓨터실_520,0,0,1118,181,21,35,2023-12-07 12:00
sch_컴퓨터실_520,4,3,1084,208,21,37,2023-12-07 13:00
sch_컴퓨터실_520,5,2,1294,237,22,38,2023-12-07 14:00
sch_컴퓨터실_520,10,7,941,149,22,35,2023-12-07 15:00
sch_컴퓨터실_520,6,2,791,109,22,33,2023-12-07 16:00
sch_컴퓨터실_520,3,3,796,99,22,33,2023-12-07 17:00
sch_컴퓨터실_520,3,2,743,88,21,33,2023-12-07 18:00
sch_컴퓨터실_520,2,2,683,76,21,33,2023-12-07 19:00
sch_컴퓨터실_520,4,4,644,68,21,33,2023-12-07 20:00
sch_컴퓨터실_520,5,4,607,63,20,33,2023-12-07 21:00
sch_컴퓨터실_520,1,1,566,58,20,33,2023-12-07 22:00
sch_컴퓨터실_520,5,5,542,54,20,33,2023-12-07 23:00
sch_컴퓨터실_520,6,5,502,48,20,33,2023-12-08 0:00
sch_컴퓨터실_520,7,3,484,47,20,33,2023-12-08 1:00
sch_컴퓨터실_520,16,8,466,46,20,32,2023-12-08 2:00
sch_컴퓨터실_520,4,4,469,48,20,32,2023-12-08 3:00
sch_컴퓨터실_520,6,4,447,46,21,32,2023-12-08 4:00
sch_컴퓨터실_520,4,4,443,48,21,32,2023-12-08 5:00
sch_컴퓨터실_520,3,1,443,57,21,30,2023-12-08 6:00
sch_컴퓨터실_520,3,3,451,66,21,32,2023-12-08 7:00
sch_컴퓨터실_520,5,4,479,80,21,32,2023-12-08 8:00
sch_컴퓨터실_520,7,4,563,136,21,33,2023-12-08 9:00
sch_컴퓨터실_520,3,2,809,236,22,35,2023-12-08 10:00
sch_컴퓨터실_520,6,4,873,264,20,40,2023-12-08 11:00
sch_컴퓨터실_520,6,2,1054,430,22,40,2023-12-08 12:00
sch_컴퓨터실_520,3,2,999,377,23,38,2023-12-08 13:00
sch_컴퓨터실_520,4,3,693,251,23,35,2023-12-08 14:00
